property,city,area,category,rating,price
شقة بصالة بتصميم مودرن , الرياض - حي العقيق, مساحة الوحدة 90 م2, مخصص لل عوائل فقط,9.9,399
مخيم بجلسة مطلة على شاشة بروجكتر, الرياض - حي الثمامة, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,8.1,800
شقة بـ3 غرف نوم وصالة , الرياض - حي حطين, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,9.4,700
شقة بصالة مطلة على المدينة , الرياض - حي الصحافة, مساحة الوحدة 90 م2, مخصص لل عوائل و عزاب,9.3,750
شقة بغرفة نوم ودخول ذاتي, الرياض - حي النزهة, مساحة الوحدة 140 م2, مخصص لل عوائل و عزاب,10,800
شقة مودرن بدخول ذاتي وبلكونة, الرياض - حي القيروان, مساحة الوحدة 230 م2, مخصص لل عوائل فقط,7,"1,400"
مخيم بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,0,500
شقة بصالة وغرفتين نوم بدخول ذاتي, الرياض - حي الغدير, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,0,"1,500"
شاليه ببيت شعر وجلسة خارجية , الرياض - عرقة, مساحة الوحدة 800 م2, مخصص لل عوائل و عزاب,0,800
مخيم ببيت شعر  وجلسة خارجيه, الرياض - حي الثمامة, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,0,700
شاليه بمسبح وجلسة خارجية, الرياض - حي القيروان, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,6.6,900
شاليه بجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 390 م2, مخصص لل عوائل فقط,7.7,950
شاليه بمسبح خارجي بحاجز , الرياض - حي الرمال, مساحة الوحدة 390 م2, مخصص لل عوائل فقط,7.7,950
شاليه بمسبح ومسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.7,700
شاليه بصالة سينما, الرياض - حي الرمال, مساحة الوحدة 390 م2, مخصص لل عوائل فقط,7.7,700
شاليه بمسطح اخضر  والعاب اطفال, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,7.7,800
شاليه بألعاب أطفال وجلسة خارجيه, الرياض - حي المهدية, مساحة الوحدة 280 م2, مخصص لل عوائل و عزاب,6.7,450
شاليه بمسبح وغرفتين نوم , الرياض - حي الرمال, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,6.9,500
شاليه بجلسه مطله على حديقه , الرياض - حي العارض, مساحة الوحدة 550 م2, مخصص لل عوائل فقط,7.9,"1,500"
شاليه بجلسه مطله على المسبح, الرياض - حي العارض, مساحة الوحدة 550 م2, مخصص لل عوائل فقط,7.9,"1,500"
شاليه في المهدية , الرياض - حي المهدية, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.6,500
شاليه بصاله مع مطبخ وغرفة نوم , الرياض - الدرعية, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,7.5,650
شاليه بجلسة خارجية مطلة على المسبح , الرياض - حي القيروان, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.7,"1,650"
استراحة بملعب كرة قدم, الرياض - العمارية, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,8.5,"2,000"
شاليه بمسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,6.5,350
شاليه بمسبح وألعاب مائية , الرياض - حي الرمال, مساحة الوحدة 600 م2, مخصص لل عوائل و عزاب,7.5,600
شاليه بمجلس ومسبح خارجي, الرياض - حي الرمال, مساحة الوحدة 700 م2, مخصص لل عوائل فقط,7.7,450
شاليه بمسطح اخضر و جلسة خارجية في الرمال, الرياض - حي الرمال, مساحة الوحدة 900 م2, مخصص لل عوائل فقط,7.7,650
مخيم في الثمامة بجلسة عريش , الرياض - حي الثمامة, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,6.7,500
شاليه بمسبح ومسطح اخضر, الرياض - حي القيروان, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,7.4,499
شاليه بركن شواء وجلسه خارجيه, الرياض - حي النرجس, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.9,"1,000"
شاليه بصاله و إضاءة إضافية وغرفة نوم, الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.2,900
شاليه بمجلس رئيسي وركن شواءومسطح اخضر, الرياض - حي المهدية, مساحة الوحدة 550 م2, مخصص لل عوائل و عزاب,7.4,500
مخيم بيت شعر ملكي وجلسات خارجيه, الرياض - حي الثمامة, مساحة الوحدة 3000 م2, مخصص لل عوائل و عزاب,9,950
شاليه بمسبح وجلسة خارجية, الرياض - حي قرطبة, مساحة الوحدة 230 م2, مخصص لل عوائل فقط,8.8,550
شاليه بألعاب أطفال, الرياض - حي الرمال, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,8.9,790
شاليه بمسطح اخضر, الرياض - العوالي (نمار), مساحة الوحدة 500 م2, مخصص لل عوائل فقط,7.9,"1,000"
شاليه بركن شواء ومسطح اخضر, الرياض - العوالي (نمار), مساحة الوحدة 500 م2, مخصص لل عوائل فقط,7.9,"1,000"
شاليه بألعاب أطفال وجلسة خارجيه, الرياض - العوالي (نمار), مساحة الوحدة 350 م2, مخصص لل عوائل فقط,7.9,900
شاليه بمسطح اخضر وجلسة خارجيه, الرياض - العوالي (نمار), مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.9,900
شاليه بألعاب أطفال ومسطح اخضر, الرياض - العوالي (نمار), مساحة الوحدة 300 م2, مخصص لل عوائل فقط,7.9,900
استراحة بمسبح وألعاب أطفال, الرياض - حي الرمال, مساحة الوحدة 750 م2, مخصص لل عوائل فقط,9,750
شاليه بمسبح خارجي بحاجز, الرياض - حي الرمال, مساحة الوحدة 320 م2, مخصص لل عوائل فقط,7.9,500
شاليه بمسبح خارجي وجلسة, الرياض - حي لبن, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,7.7,599
شاليه بألعاب أطفال وغرفتين نوم, الرياض - حي لبن, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,7.7,599
شاليه بجاكوزي ومسبح, الرياض - حي لبن, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,7.7,599
شاليه بمسبح وغرفتين نوم, الرياض - حي لبن, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,7.7,599
شاليه بركن شواء ومسبح خارجي, الرياض - حي لبن, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,7.7,599
شاليه بصالة مطلة على الفناء الخارجي, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.5,650
شاليه بمسطح اخضر ومسبح, الرياض - حي الرمال, مساحة الوحدة 420 م2, مخصص لل عوائل فقط,9,500
شاليه بجلسة خارجية و مسبح , الرياض - حي المربع, مساحة الوحدة 100 م2, مخصص لل عوائل فقط,7,180
شاليه بمسطح اخضر و جلسة خارجية , الرياض - حي القيروان, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,9.9,950
شاليه بجلسةخارجيه على المسبح, الرياض - حي الرمال, مساحة الوحدة 420 م2, مخصص لل عوائل فقط,7.8,"1,000"
شقة بغرفتين نوم ودخول ذاتي, الرياض - حي الملقا, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,6.7,550
شاليه بالعاب مائية ومسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,6.6,600
شقة بدخول ذاتي وسينما , الرياض - حي العقيق, مساحة الوحدة 100 م2, مخصص لل عوائل و عزاب,10,650
شقة بغرفة نوم ودخول ذاتي , الرياض - حي الصحافة, مساحة الوحدة 90 م2, مخصص لل عوائل و عزاب,10,"1,150"
مخيم ببروجكتر وجلسة عريش, الرياض - حي الثمامة, مساحة الوحدة 2000 م2, مخصص لل عوائل فقط,7.9,"1,100"
شقة بغرفتين نوم ودخول ذاتي, الرياض - حي النخيل, مساحة الوحدة 185 م2, مخصص لل عوائل و عزاب,6.5,850
شقة بإطلالة على مدينة الرياض, الرياض - حي العليا, مساحة الوحدة 90 م2, مخصص لل عوائل و عزاب,7.7,"1,200"
مخيم بجلسة خارجية وبيت شعر, الرياض - حي الثمامة, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,0,500
استديو راقي بدخول ذاتي, الرياض - حي الملقا, مساحة الوحدة 35 م2, مخصص لل عوائل و عزاب,0,360
منتجع فندقي بدون ملحق خارجي, الرياض - حي نمار, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7,"1,050"
منتجع فندقي بمسبح داخلي , الرياض - حي نمار, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7,"1,050"
منتجع فندقي بمسبح خارجي, الرياض - حي نمار, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7,"1,050"
منتجع فندقي مناسبات مجلس داخلي, الرياض - حي نمار, مساحة الوحدة 550 م2, مخصص لل عوائل فقط,7,"2,000"
منتجع فندقي مناسبات, الرياض - حي نمار, مساحة الوحدة 550 م2, مخصص لل عوائل فقط,7,"2,000"
منتجع فندقي ريفي, الرياض - حي نمار, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7,"1,050"
شاليه بمسطح اخضر, الرياض - حي القيروان, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,7.2,"1,850"
شاليه بركن شواء , الرياض - حي القيروان, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,7.2,"1,850"
شاليه بكوخ خارجي والعاب اطفال, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بمسطح اخضر (للعوائل), الرياض - حي القيروان, مساحة الوحدة 281 م2, مخصص لل عوائل فقط,7.2,800
شاليه بمسطح اخضر (للعوائل), الرياض - حي القيروان, مساحة الوحدة 281 م2, مخصص لل عوائل فقط,7.2,800
شاليه بمسطح اخضر وصاله كنب, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بألعاب أطفال و جلسة خارجية, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بمسطح اخضر, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بمجلس وغرفة نوم في الدرعيه, الرياض - الدرعية, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,7.5,650
شاليه بمسطح اخضر, الرياض - حي العارض, مساحة الوحدة 320 م2, مخصص لل عوائل فقط,7.2,"1,400"
شاليه بمسطح اخضر, الرياض - حي العارض, مساحة الوحدة 320 م2, مخصص لل عوائل فقط,7.2,900
شاليه بمسطح اخضر, الرياض - حي العارض, مساحة الوحدة 320 م2, مخصص لل عوائل فقط,7.2,"1,200"
