property,city,area,category,rating,price
شاليه بركن للشواء و جلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,9.3,"1,500"
شاليه بصالة داخلية مطلة على الفناء الخارجي, الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,9.3,"1,500"
شاليه بصالة ومسبح داخلي , الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,9.3,"1,500"
شاليه بمسطح اخضر وألعاب أطفال, الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,8.3,600
شاليه بجلسة خارجية وألعاب مائية, الرياض - حي الرمال, مساحة الوحدة 500 م2, مخصص لل عوائل و عزاب,8.3,600
شاليه بصالة و ألعاب مائية , الرياض - حي الرمال, مساحة الوحدة 500 م2, مخصص لل عوائل و عزاب,8.3,600
شاليه بألعاب مائية و مسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.2,600
منتجع بكوخ ريفي وجلسات خارجية, الرياض - ديراب , مساحة الوحدة 2000 م2, مخصص لل عوائل فقط,10,"2,000"
مخيم بجلسة عريش وجلسة خارجية , الرياض - حي العاذرية, مساحة الوحدة 12000 م2, مخصص لل عوائل و عزاب,9.3,"1,650"
مخيم بجلسة خارجية وبيت شعر ملكي, الرياض - حي العاذرية, مساحة الوحدة 24000 م2, مخصص لل عوائل و عزاب,10,"4,500"
شاليه بمسبح خارجي وشلال, الرياض - حي قرطبة, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,9.1,"1,100"
شاليه بمسطح اخضر, الرياض - حي القيروان, مساحة الوحدة 270 م2, مخصص لل عوائل و عزاب,8,880
فيلا بجلسه مطله على المسبح, الرياض - حي الرفيعة, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,9.2,"3,685"
فيلا بجلسة خارجية و 4غرف نوم , الرياض - حي الرفيعة, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,9.2,"3,905"
شاليه بمسبح خارجي و جلسة خارجية , الرياض - الدرعية, مساحة الوحدة 600 م2, مخصص لل عوائل و عزاب,9.1,"2,000"
شاليه بمسطح أخضر ومسبح خارجي, الرياض - الدرعية, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,9.1,"2,000"
شاليه بجلسة تطل على مسبح خارجي , الرياض - العمارية, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.2,350
شاليه بألعاب أطفال وجلسة خارجية , الرياض - العمارية, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.2,280
شاليه بجلسة خارجية والعاب اطفال, الرياض - العمارية, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.2,280
شاليه بمسبح خارجي و جلسة خارجية , الرياض - حي بنبان, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,9.1,"1,000"
شاليه بمجلس رئيسي و مسبح خارجي, الرياض - حي بنبان, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,9.1,"1,000"
مزرعة بمسطحات خضراء , الرياض - قصور أل مقبل, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,9.2,"1,800"
اسطبل خيل بجلسة خارجية, الرياض - حي الجنادرية, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,7.5,"3,000"
شاليه بطراز اندلسي , الرياض - حي نمار, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,9.9,"1,200"
شاليه بجلسه مطله على ألعاب مائية , الرياض - حي المونسية, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,9.3,800
شاليه بجلسه مطله على مسبح , الرياض - حي الرمال, مساحة الوحدة 320 م2, مخصص لل عوائل و عزاب,8,500
شاليه بجلسة مطله على مسبح , الرياض - حي ضاحية نمار, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,9,440
مخيم بجلسات خارجية وبروجكتر, الرياض - حي الثمامة, مساحة الوحدة 2000 م2, مخصص لل عوائل فقط,7.9,"1,100"
شقة بغرفة نوم ودخول ذاتي , الرياض - حي العليا, مساحة الوحدة 90 م2, مخصص لل عوائل و عزاب,7.7,"1,200"
شاليه بجلسة تطل على مسبح خارجي , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.6,500
شاليه بجلسة تطل على مسبح خارجي , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.6,500
شقة بغرفتين نوم وصاله , الرياض - حي لبن, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,10,450
شقة بغرفة سينما ودخول ذاتي , الرياض - حي الملقا, مساحة الوحدة 170 م2, مخصص لل عوائل و عزاب,0,"1,200"
مخيم بجلسة خارجية وبيت شعر, الرياض - حي الثمامة, مساحة الوحدة 7000 م2, مخصص لل عوائل و عزاب,0,550
فيلا ب3 غرف نوم وصالة, الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بمسبح مشترك و3 غرف نوم , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
شقة تمنحك الهدوء والراحة , الرياض - حي الملقا, مساحة الوحدة 65 م2, مخصص لل عوائل و عزاب,0,650
شاليه بمسطح اخضر ومجلس داخلي, الرياض - الدرعية, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,7.5,650
شاليه بمسطح اخضر, الرياض - حي العارض, مساحة الوحدة 460 م2, مخصص لل عوائل و عزاب,8.9,950
شاليه بمسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,7.6,250
منتجع فندقي بمسطح اخضر وجلسات خارجيه, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.6,"1,150"
شاليه بمسطح اخضر وجلسات خارجيه, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.6,"1,150"
شاليه بصالة مطله, الرياض - حي الرمال, مساحة الوحدة 650 م2, مخصص لل عوائل فقط,8.6,"1,500"
شاليه بمسبح وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,8.6,"1,400"
شاليه صاله مع مطبخ وجلسه خارجيه, الرياض - حي الرمال, مساحة الوحدة 700 م2, مخصص لل عوائل فقط,7.7,450
شاليه بمسطح اخضر  والعاب مائيه, الرياض - حي الجبيلة, مساحة الوحدة 220 م2, مخصص لل عوائل فقط,8.8,750
شاليه بألعاب أطفال وغرفة نوم وموقد حطب, الرياض - حي الجبيلة, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,8.8,"1,450"
شاليه بألعاب أطفال ومسطح اخضر, الرياض - حي المهدية, مساحة الوحدة 225 م2, مخصص لل عوائل فقط,7.7,398
شاليه بجلسة خارجية وألعاب أطفال, الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.5,850
شاليه بصالة داخلية وألعاب أطفال, الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.5,850
شاليه بصالة مطلة على جلسة خارجية, الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.5,850
شاليه مجلس رئيسي  و جلسة خارجية, الرياض - حي المهدية, مساحة الوحدة 225 م2, مخصص لل عوائل فقط,7.7,398
شاليه  بمسطح اخضر  وإضاءة إضافية, الرياض - حي نمار, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.8,"1,000"
شاليه  بجاكوزي و مجلس رئيسي يسع الى 15 شخص, الرياض - حي نمار, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.8,"1,000"
شاليه بجاكوزي  بالاضافة الى 1 غرف نوم , الرياض - حي نمار, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.8,"1,000"
شاليه بركن شواء  و جلسة خارجية , الرياض - حي نمار, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.8,"1,000"
"شاليه بجاكوزي وإضاءة إضافية,سماعات", الرياض - حي نمار, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.8,"1,000"
شاليه بمسطح اخضر والعاب اطفال, الرياض - حي ظهرة لبن, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.5,400
شاليه صاله ومطبخ وطاولة طعام, الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.7,600
شاليه بمجلس وجلسه خارجيه, الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.7,600
ملحق بمسطح اخضر وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 200 م2, مخصص لل عزاب فقط,8.4,200
شاليه بمسبح بألعاب مائية, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.8,399
شاليه ببيت شعر, الرياض - حي قرطبة, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,7.9,450
شاليه بجاكوزي ومسبح ومسطح اخضر, الرياض - حي الحمراء, مساحة الوحدة 1250 م2, مخصص لل عوائل فقط,8.5,"1,200"
استراحة بمسطح اخضر, الرياض - حي الخير, مساحة الوحدة 440 م2, مخصص لل عوائل و عزاب,8.5,320
شاليه بجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 320 م2, مخصص لل عوائل فقط,7.9,500
شاليه بمسبح خارجي بدون بحاجز, الرياض - حي الرمال, مساحة الوحدة 320 م2, مخصص لل عوائل فقط,7.9,500
استراحة ببيت شعر ملكي - قسم واحد, الرياض - حي السعادة, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,8.6,750
شاليه بجاكوزي , الرياض - حي المونسية, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,8.8,"2,000"
شاليه بصالة ومسطح اخضر, الرياض - حي المونسية, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,8.9,700
استراحة بألعاب أطفال ومسطح أخضر, الرياض - حي ديراب, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,8.8,700
شاليه بمسبح والعاب اطفال , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.7,500
شاليه بمسبح خارجي و جلسة خارجية , الرياض - حي عريض, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,8.7,700
شاليه بمسطح اخضر و مسبح خارجي, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,8.9,700
شاليه بمسبح وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,8.9,700
شاليه بمسبح و جلسة خارجية , الرياض - حي المربع, مساحة الوحدة 150 م2, مخصص لل عوائل فقط,7,250
شاليه بألعاب أطفال ومسبح خارجي, الرياض - حي الرمال, مساحة الوحدة 650 م2, مخصص لل عوائل و عزاب,8.5,600
شاليه بمسطح اخضر ومسبح, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.6,360
شاليه بألعاب أطفال, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,8.9,700
استراحة ببلكونة وجلسة خارجية , الرياض - العمارية, مساحة الوحدة 230 م2, مخصص لل عوائل و عزاب,8.6,300
شالية بصالة ومسطح اخضر مع مسبح, الرياض - حي الخير, مساحة الوحدة 440 م2, مخصص لل عوائل و عزاب,8.9,800
شاليه بمسبح وألعاب اطفال , الرياض - حي الخير, مساحة الوحدة 440 م2, مخصص لل عوائل و عزاب,8.9,800
شاليه بجلسة خارجيه على مسبح , الرياض - حي الرمال, مساحة الوحدة 340 م2, مخصص لل عوائل و عزاب,8.6,800
شاليه بجلسة مطلة على المسبح, الرياض - حي بنبان, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,8.8,475
شاليه كلاسيكي بطابع عصري, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,9.1,"1,100"
شاليه بجلسة خارجية و ألعاب مائية, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.6,650
شاليه بجلسة مطلة على المسبح, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.6,750
شاليه بجلسة مطلة على المسبح, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.6,650
شاليه بجلسه مطله على مسبح, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.6,650
شاليه بجلسة ومسبح العاب مائية, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.6,650
شقه بغرفتين نوم, الرياض - حي المربع, مساحة الوحدة 35 م2, مخصص لل عوائل و عزاب,8.9,800
شقه بغرفتين نوم, الرياض - حي المربع, مساحة الوحدة 35 م2, مخصص لل عوائل و عزاب,8.9,800
غرفة بسريرين وجلسه جانبيه, الرياض - حي المربع, مساحة الوحدة 30 م2, مخصص لل عوائل و عزاب,8.9,475
غرفة بسريرين وجلسه جانبيه, الرياض - حي المربع, مساحة الوحدة 30 م2, مخصص لل عوائل و عزاب,8.9,475
شقة بدخول ذاتي وبلكونه, الرياض - حي الملقا, مساحة الوحدة 111 م2, مخصص لل عوائل و عزاب,10,"1,250"
شقة بغرفتين نوم ودخول ذاتي, الرياض - حي السليمانية, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,8.4,600
غرفة بسرير ماستر وجلسه , الرياض - حي الفلاح, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,8.9,400
شقة بصاله و3 غرف نوم, الرياض - حي الغدير, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,10,499
شاليه بجلسة تطل على مسبح خارجي , الرياض - حي الرمال, مساحة الوحدة 600 م2, مخصص لل عوائل و عزاب,8.6,"1,000"
شاليه بمسطح اخضر وألعاب أطفال , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.6,500
شقة بإطلالة رائعة على المدينة, الرياض - حي العليا, مساحة الوحدة 140 م2, مخصص لل عوائل و عزاب,7.7,"1,400"
شقة بصالة مطلة على المدينة, الرياض - حي العليا, مساحة الوحدة 140 م2, مخصص لل عوائل و عزاب,7.7,"1,400"
مخيم  بجلسة خارجية وجلسة عريش, الرياض - حي الثمامة, مساحة الوحدة 20000 م2, مخصص لل عوائل و عزاب,0,"1,300"
مخيم بألعاب أطفال وبروجكتر , الرياض - حي العاذرية, مساحة الوحدة 7000 م2, مخصص لل عوائل و عزاب,0,"1,200"
مخيم بألعاب أطفال وبروجكتر , الرياض - حي العاذرية, مساحة الوحدة 7000 م2, مخصص لل عوائل و عزاب,0,"1,200"
مخيم بجلسات خارجية وبيت شعر , المزاحمية - الغطغط, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,0,"2,200"
غرفة بسرير ماستر  ودورة مياة , الرياض - حي الملقا, مساحة الوحدة 90 م2, مخصص لل عوائل و عزاب,0,250
مخيم ببيت شعر  ومسطح اخضر , الرياض - حي العاذرية, مساحة الوحدة 5000 م2, مخصص لل عوائل فقط,0,800
مخيم بجلسة مطلة على شاشة بروجكتر, الرياض - حي الثمامة, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,0,550
شقة بصالة وغرفة نوم , الرياض - حي الملقا, مساحة الوحدة 100 م2, مخصص لل عوائل و عزاب,0,350
مخيم بجلسة خارجية وبيت شعر , الرياض - حي العاذرية, مساحة الوحدة 10000 م2, مخصص لل عوائل فقط,0,800
شاليه بجلسة تطل على مسبح خارجي , الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,0,600
مخيم  بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,0,700
فيلا بمدخل خاص و3-غرف نوم , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بب3 غرف نوم ومسبح مشترك , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا ب3 غرف نوم وصالة, الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بألعاب أطفال مشتركة وصالة, الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بغرفتين جلوس و3 غرف نوم , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بصالة طعام و3 غرف نوم , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بحديقة مشتركة وصالة , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بمسبح مشترك و3 غرف نوم , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بألعاب أطفال مشتركة وصالة, الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا ب3 غرف نوم وصالة, الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بمسبح مشترك و3 غرف نوم , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بصالة طعام و3 غرف نوم , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بحديقة مشتركة وصالة , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا ب3 غرف نوم وصالة, الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بحديقة مشتركة وصالة , الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
فيلا بألعاب أطفال مشتركة وصالة, الرياض - حي الفلاح, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,0,"1,600"
مخيم  بجلسة خارجية وبيت شعر , الرياض - حي العاذرية, مساحة الوحدة 50000 م2, مخصص لل عوائل و عزاب,0,"1,700"
مخيم  بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,0,499
شاليه بستيج مضيئ وجلسة خارجية, الرياض - حي القيروان, مساحة الوحدة 320 م2, مخصص لل عوائل فقط,8.3,"1,000"
شاليه بمجلس وملحق مستقل, الرياض - حي المهدية, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8,500
شاليه بركن شواء , الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,6.5,375
شاليه بمجلس داخلي ومسطح اخضر , الرياض - حي الرمال, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,7.3,"1,200"
شاليه بملعب كرة قدم وجلسة خارجيه, الرياض - حي الرمال, مساحة الوحدة 1200 م2, مخصص لل عوائل و عزاب,7.3,"1,200"
شاليه بركن شواء , الرياض - حي الرمال, مساحة الوحدة 220 م2, مخصص لل عوائل و عزاب,7.2,349
استراحة بمسطح اخضر, الرياض - حي السعادة, مساحة الوحدة 800 م2, مخصص لل عوائل و عزاب,8.4,"1,000"
شاليه بمسطح اخضر وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.4,450
"شاليه بركن شواء وجلسه خارجيه و,جاكوزي", الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.1,"1,000"
"شاليه بركن شواء موقد حطب,كرسي مساج", الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.1,"1,000"
"شاليه بألعاب أطفال بروجكتر,مسطح اخضر,", الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.1,"1,100"
شاليه بمسبح مع حاجز, الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,8.1,"1,100"
شاليه بمجلس رئيسي وجلسة خارجية , الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8,800
منتجع فندقي بصاله وغرفة نوم, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.1,"1,160"
منتجع فندقي بجاكوزي و جلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.1,"1,160"
منتجع فندقي بمسطح اخضر  و ركن شواء, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.1,"1,160"
منتجع فندقي بجلسات جارجيه وغرفة نوم, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.1,"1,160"
منتجع فندقي بركن شواء ومطبخ , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.1,"1,160"
منتجع فندقي بجلسه مطله على المسبح , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.1,"1,160"
شاليه بمجلس وجلسه خارجيه, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.1,"1,160"
شاليه بصاله وألعاب أطفال وملحق خارجي, الرياض - حي الرمال, مساحة الوحدة 380 م2, مخصص لل عوائل فقط,9.3,700
شاليه بمسطح اخضر, الرياض - حي الرفيعة, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,6.6,750
شاليه بمسطح اخضر, الرياض - حي الرفيعة, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,6.6,750
شاليه بمسطح اخضر, الرياض - حي الرفيعة, مساحة الوحدة 370 م2, مخصص لل عوائل فقط,6.6,900
شاليه بألعاب أطفال, الرياض - حي الرفيعة, مساحة الوحدة 370 م2, مخصص لل عوائل فقط,6.6,900
شاليه بمسطح اخضر, الرياض - حي الرفيعة, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,6.6,750
شاليه بمسطح اخضر, الرياض - حي الرفيعة, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,6.6,750
شاليه بالعاب مائية و مسطح اخضر, الرياض - حي ظهرة لبن, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,7,800
شاليه بجلسة خارجية ومسبح, الرياض - حي الرمال, مساحة الوحدة 290 م2, مخصص لل عوائل فقط,8.3,700
شاليه بمسبح وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 290 م2, مخصص لل عوائل فقط,8.3,700
استراحة بألعاب أطفال, المزاحمية - الوسيلة, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,8.4,"1,200"
مخيم بركن شواء وبيت شعر مع شاشة LCD , الرياض - حي الثمامة, مساحة الوحدة 4000 م2, مخصص لل عوائل فقط,9.2,988
شاليه بركن شواء وجلسه خارجيه, الرياض - حي الرمال, مساحة الوحدة 600 م2, مخصص لل عوائل فقط,6.8,500
شاليه كوخ خشبي بمسبح خارجي, الرياض - حي الرفيعة, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.2,"1,150"
شاليه كوخ خشبي بمسطح اخضر, الرياض - حي الرفيعة, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.2,"1,150"
شاليه بصالة مطلة على المسبح , الرياض - حي الرمال, مساحة الوحدة 260 م2, مخصص لل عوائل فقط,8.3,600
شاليه بصالة رئيسية مطلة على المسبح, الرياض - حي الرمال, مساحة الوحدة 260 م2, مخصص لل عوائل فقط,8.3,600
شاليه مع جلسة خارجية ومسبح , الرياض - حي الرمال, مساحة الوحدة 260 م2, مخصص لل عوائل فقط,8.3,600
شاليه بصالة داخلية مع مسبح و مسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 260 م2, مخصص لل عوائل فقط,8.3,600
شاليه بصالة داخلية مطلة على الفناء الخارجي, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.3,600
شاليه بصالة مطلة على المسبح ومع ملحق خارجي, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.3,600
شاليه بصالة داخلية ومع ملحق خارجي, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.3,600
شاليه بغرفة جلوس ومسبح خارجي , الرياض - حي العارض, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,7.1,800
شاليه بمسطح اخضر, الرياض - حي البيان, مساحة الوحدة 380 م2, مخصص لل عوائل فقط,7,700
شاليه بملحق خارجي, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.4,600
شاليه بركن شواء , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.4,600
شاليه بملحق خارجي, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.4,600
شاليه بركن شواء , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.4,600
شاليه بركن شواء , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.4,600
شاليه بملحق خارجي, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.4,600
شاليه بمسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,8.4,600
شاليه بركن شواء , الرياض - حي اليمامة, مساحة الوحدة 220 م2, مخصص لل عوائل فقط,8.1,500
شاليه بصالة داخلية , الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,9.2,400
مخيم ببيت شعر و ملعب كرة طائرة, الرياض - حي بنبان, مساحة الوحدة 8000 م2, مخصص لل عوائل و عزاب,7.9,800
شاليه بصالة داخلية مع مسبح, الرياض - حي الرمال, مساحة الوحدة 500 م2, مخصص لل عوائل و عزاب,8.3,600
شاليه بمسبح خارجي وجلسة, الرياض - حي الرمال, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,8.2,450
شاليه بجلسة خارجية ومسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 280 م2, مخصص لل عوائل فقط,8.2,600
شاليه بمسبح وجلسة خارجية, الرياض - حي حطين, مساحة الوحدة 270 م2, مخصص لل عوائل و عزاب,9.4,"1,500"
شاليه بمسطح اخضر و مسبح خارجي, الرياض - الدرعية, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,10,"1,500"
شاليه بجلسة خارجية و مسبح , الرياض - حي المربع, مساحة الوحدة 100 م2, مخصص لل عوائل فقط,7,250
شاليه بمجلس و مسبح , الرياض - حي المربع, مساحة الوحدة 100 م2, مخصص لل عوائل فقط,7,250
شاليه بجلسة مطلة على مسطح اخضر , الرياض - حي القيروان, مساحة الوحدة 230 م2, مخصص لل عوائل و عزاب,8.3,700
شاليه بصالة مطلة على المسبح , الرياض - حي القيروان, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,8.3,700
شاليه بغرفة نوم مطله على المسبح , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.6,650
شقة بغرفتين وصاله, الرياض - حي ظهرة لبن, مساحة الوحدة 100 م2, مخصص لل عوائل و عزاب,0,300
غرفة بسرير ماستر وجلسه جانبيه , الرياض - حي المربع, مساحة الوحدة 30 م2, مخصص لل عوائل و عزاب,8.9,450
غرفة بسرير ماستر وجلسه بإطلاله, الرياض - حي المربع, مساحة الوحدة 30 م2, مخصص لل عوائل و عزاب,8.9,450
شقة بغرفتين نوم ودخول ذاتي, الرياض - حي السليمانية, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,8.4,600
شقة بغرفتين نوم وصاله , الرياض - حي السليمانية, مساحة الوحدة 165 م2, مخصص لل عوائل و عزاب,9,630
